modality,signal,embedding_type,embedding_size,metric
visual,has_item,autoencoder,8,0.3333333432674408
visual,has_item,autoencoder,8,0.6666666865348816
visual,has_information,autoencoder,8,0.3333333432674408
visual,has_information,autoencoder,8,1.0
visual,has_information,autoencoder,8,0.5
visual,has_information,autoencoder,8,0.1666666716337204
visual,has_information,autoencoder,8,0.0
visual,has_information,autoencoder,8,0.0
visual,has_information,autoencoder,8,0.3333333432674408
visual,has_information,autoencoder,8,0.8333333134651184
visual,has_information,autoencoder,8,0.0
visual,has_information,autoencoder,8,0.0
visual,has_information,autoencoder,8,0.3333333432674408
visual,idle,random,8,0.5555555820465088
visual,idle,random,8,0.9166666865348816
visual,idle,random,8,1.0
visual,idle,random,8,0.6111111044883728
visual,idle,random,8,0.0
visual,idle,random,8,0.0
visual,idle,random,8,0.0
visual,idle,random,8,0.6666666865348816
visual,idle,random,8,0.2666666805744171
visual,searching,random,8,0.3333333432674408
visual,searching,random,8,0.0
visual,searching,random,8,0.0
visual,searching,random,8,0.7777777910232544
visual,searching,random,8,0.0
visual,searching,random,8,0.0
visual,searching,random,8,0.0
visual,searching,random,8,0.8666666746139526
visual,searching,random,8,0.15625
visual,searching,random,8,0.0
visual,searching,random,8,0.828125
visual,has_item,random,8,0.0
visual,has_item,random,8,0.0
visual,has_item,random,8,0.4444444477558136
visual,has_item,random,8,0.2777777910232544
visual,has_item,random,8,0.0
visual,has_item,random,8,0.0
visual,has_item,random,8,0.0
visual,has_item,random,8,0.0
visual,has_item,random,8,1.0
visual,has_item,random,8,0.0
visual,has_item,random,8,0.6666666865348816
visual,has_information,random,8,0.1111111119389534
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.1666666716337204
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
visual,has_information,random,8,0.0
auditory,idle,contrastive+autoencoder,8,0.0
auditory,idle,contrastive+autoencoder,8,0.1666666716337204
auditory,idle,contrastive+autoencoder,8,0.0
auditory,idle,contrastive+autoencoder,8,0.0
auditory,idle,contrastive+autoencoder,8,1.0
auditory,idle,contrastive+autoencoder,8,1.0
auditory,idle,contrastive+autoencoder,8,0.3333333432674408
auditory,idle,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.1111111119389534
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.6666666865348816
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,0.0
auditory,searching,contrastive+autoencoder,8,1.0
auditory,searching,contrastive+autoencoder,8,0.6666666865348816
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_item,contrastive+autoencoder,8,0.8888888955116272
auditory,has_item,contrastive+autoencoder,8,0.2857142984867096
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_item,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,0.3333333432674408
auditory,has_information,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,0.3333333432674408
auditory,has_information,contrastive+autoencoder,8,0.0
auditory,has_information,contrastive+autoencoder,8,1.0
auditory,idle,contrastive,8,0.1111111119389534
auditory,idle,contrastive,8,1.0
auditory,idle,contrastive,8,0.0
auditory,idle,contrastive,8,0.0
auditory,idle,contrastive,8,1.0
auditory,idle,contrastive,8,1.0
auditory,idle,contrastive,8,0.3333333432674408
auditory,idle,contrastive,8,0.0
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,0.5555555820465088
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,0.6666666865348816
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,0.0
auditory,searching,contrastive,8,1.0
auditory,searching,contrastive,8,0.6666666865348816
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.5555555820465088
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.0
auditory,has_item,contrastive,8,0.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,1.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,0.0
auditory,has_information,contrastive,8,1.0
auditory,idle,autoencoder,8,0.4444444477558136
auditory,idle,autoencoder,8,0.1666666716337204
auditory,idle,autoencoder,8,0.0
auditory,idle,autoencoder,8,0.0
auditory,idle,autoencoder,8,1.0
auditory,idle,autoencoder,8,1.0
auditory,idle,autoencoder,8,0.3333333432674408
auditory,idle,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.3333333432674408
auditory,searching,autoencoder,8,0.6666666865348816
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.0
auditory,searching,autoencoder,8,0.6666666865348816
auditory,has_item,autoencoder,8,0.0
auditory,has_item,autoencoder,8,0.0
auditory,has_item,autoencoder,8,0.0
auditory,has_item,autoencoder,8,0.8888888955116272
auditory,has_item,autoencoder,8,0.3333333432674408
auditory,has_item,autoencoder,8,0.0
auditory,has_item,autoencoder,8,0.0
auditory,has_item,autoencoder,8,0.0
auditory,has_information,autoencoder,8,0.0
auditory,has_information,autoencoder,8,0.0
auditory,has_information,autoencoder,8,0.3333333432674408
auditory,has_information,autoencoder,8,0.0
auditory,has_information,autoencoder,8,0.0
auditory,has_information,autoencoder,8,0.3333333432674408
auditory,has_information,autoencoder,8,0.0
auditory,has_information,autoencoder,8,1.0
auditory,idle,random,8,0.0
auditory,idle,random,8,0.6666666865348816
auditory,idle,random,8,0.0
auditory,idle,random,8,0.0
auditory,idle,random,8,1.0
auditory,idle,random,8,1.0
auditory,idle,random,8,0.0
auditory,idle,random,8,0.0
auditory,searching,random,8,0.0
auditory,searching,random,8,0.0
auditory,searching,random,8,0.7777777910232544
auditory,searching,random,8,0.0
auditory,searching,random,8,0.6666666865348816
auditory,searching,random,8,0.0
auditory,searching,random,8,0.0
auditory,searching,random,8,0.1666666716337204
auditory,searching,random,8,0.0
auditory,searching,random,8,0.0
auditory,has_item,random,8,0.0
auditory,has_item,random,8,0.0
auditory,has_item,random,8,0.0
auditory,has_item,random,8,0.8888888955116272
auditory,has_item,random,8,0.1428571492433548
auditory,has_item,random,8,0.0
auditory,has_item,random,8,0.0
auditory,has_item,random,8,0.0
auditory,has_information,random,8,0.0
auditory,has_information,random,8,0.0
auditory,has_information,random,8,1.0
auditory,has_information,random,8,0.0
auditory,has_information,random,8,0.0
auditory,has_information,random,8,0.3333333432674408
auditory,has_information,random,8,0.0
auditory,has_information,random,8,1.0
kinesthetic,idle,contrastive+autoencoder,8,0.0
kinesthetic,idle,contrastive+autoencoder,8,1.0
kinesthetic,idle,contrastive+autoencoder,8,0.0
kinesthetic,idle,contrastive+autoencoder,8,0.3333333432674408
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,searching,contrastive+autoencoder,8,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,8,0.3333333432674408
kinesthetic,searching,contrastive+autoencoder,8,0.0
kinesthetic,has_item,contrastive+autoencoder,8,0.0
kinesthetic,has_item,contrastive+autoencoder,8,0.2222222238779068
kinesthetic,has_item,contrastive+autoencoder,8,0.3333333432674408
kinesthetic,has_item,contrastive+autoencoder,8,0.5
kinesthetic,has_item,contrastive+autoencoder,8,0.0
kinesthetic,has_item,contrastive+autoencoder,8,0.5
kinesthetic,has_item,contrastive+autoencoder,8,1.0
kinesthetic,has_item,contrastive+autoencoder,8,1.0
kinesthetic,has_item,contrastive+autoencoder,8,0.5555555820465088
kinesthetic,has_information,contrastive+autoencoder,8,0.0
kinesthetic,has_information,contrastive+autoencoder,8,0.0
kinesthetic,has_information,contrastive+autoencoder,8,0.0
kinesthetic,has_information,contrastive+autoencoder,8,0.3333333432674408
kinesthetic,has_information,contrastive+autoencoder,8,0.0
kinesthetic,has_information,contrastive+autoencoder,8,0.0
kinesthetic,idle,contrastive,8,0.3333333432674408
kinesthetic,idle,contrastive,8,0.3333333432674408
kinesthetic,idle,contrastive,8,0.0
kinesthetic,idle,contrastive,8,0.3333333432674408
kinesthetic,searching,contrastive,8,0.1666666716337204
kinesthetic,searching,contrastive,8,0.0
kinesthetic,searching,contrastive,8,0.0
kinesthetic,searching,contrastive,8,0.0
kinesthetic,searching,contrastive,8,0.0
kinesthetic,searching,contrastive,8,0.6666666865348816
kinesthetic,searching,contrastive,8,0.3333333432674408
kinesthetic,searching,contrastive,8,1.0
kinesthetic,has_item,contrastive,8,0.0
kinesthetic,has_item,contrastive,8,0.2222222238779068
kinesthetic,has_item,contrastive,8,0.3333333432674408
kinesthetic,has_item,contrastive,8,0.0
kinesthetic,has_item,contrastive,8,0.0
kinesthetic,has_item,contrastive,8,0.1666666716337204
kinesthetic,has_item,contrastive,8,1.0
kinesthetic,has_item,contrastive,8,1.0
kinesthetic,has_item,contrastive,8,0.5555555820465088
kinesthetic,has_information,contrastive,8,0.0
kinesthetic,has_information,contrastive,8,0.0
kinesthetic,has_information,contrastive,8,0.0
kinesthetic,has_information,contrastive,8,0.3333333432674408
kinesthetic,has_information,contrastive,8,0.0
kinesthetic,has_information,contrastive,8,0.0
kinesthetic,idle,autoencoder,8,0.0
kinesthetic,idle,autoencoder,8,1.0
kinesthetic,idle,autoencoder,8,0.0
kinesthetic,idle,autoencoder,8,1.0
kinesthetic,searching,autoencoder,8,0.0
kinesthetic,searching,autoencoder,8,0.0
kinesthetic,searching,autoencoder,8,0.0
kinesthetic,searching,autoencoder,8,0.3333333432674408
kinesthetic,searching,autoencoder,8,0.0
kinesthetic,searching,autoencoder,8,0.3333333432674408
kinesthetic,searching,autoencoder,8,0.0
kinesthetic,searching,autoencoder,8,1.0
kinesthetic,has_item,autoencoder,8,0.0
kinesthetic,has_item,autoencoder,8,0.0
kinesthetic,has_item,autoencoder,8,0.3333333432674408
kinesthetic,has_item,autoencoder,8,0.6666666865348816
kinesthetic,has_item,autoencoder,8,0.0
kinesthetic,has_item,autoencoder,8,0.5
kinesthetic,has_item,autoencoder,8,1.0
kinesthetic,has_item,autoencoder,8,1.0
kinesthetic,has_item,autoencoder,8,0.5555555820465088
kinesthetic,has_information,autoencoder,8,0.0
kinesthetic,has_information,autoencoder,8,0.0
kinesthetic,has_information,autoencoder,8,0.0
kinesthetic,has_information,autoencoder,8,0.3333333432674408
kinesthetic,has_information,autoencoder,8,0.0
kinesthetic,has_information,autoencoder,8,0.0
kinesthetic,idle,random,8,1.0
kinesthetic,idle,random,8,1.0
kinesthetic,idle,random,8,0.0
kinesthetic,idle,random,8,0.3333333432674408
kinesthetic,searching,random,8,0.0
kinesthetic,searching,random,8,0.0
kinesthetic,searching,random,8,0.0
kinesthetic,searching,random,8,1.0
kinesthetic,searching,random,8,0.0
kinesthetic,searching,random,8,0.6666666865348816
kinesthetic,searching,random,8,0.0
kinesthetic,searching,random,8,1.0
kinesthetic,has_item,random,8,0.0
kinesthetic,has_item,random,8,0.1111111119389534
kinesthetic,has_item,random,8,1.0
kinesthetic,has_item,random,8,0.3333333432674408
kinesthetic,has_item,random,8,0.0
kinesthetic,has_item,random,8,0.1666666716337204
kinesthetic,has_item,random,8,0.3333333432674408
kinesthetic,has_item,random,8,1.0
kinesthetic,has_item,random,8,0.0
kinesthetic,has_information,random,8,0.0
kinesthetic,has_information,random,8,0.0
kinesthetic,has_information,random,8,0.0
kinesthetic,has_information,random,8,0.0
kinesthetic,has_information,random,8,0.0
kinesthetic,has_information,random,8,0.0
